FoldablePackagePolicy,2021121601,,
51082,com.ss.android.lark,ignoreAppRotation,
51083,com.netease.x19,ignoreAppRotation,
51084,com.hundsun.winner.pazq,ignoreAppRotation,
51085,com.shanghaionstar,ignoreAppRotation,
51086,cn.com.bmac.nfc,ignoreAppRotation,
51087,com.mybank.android.phone,ignoreAppRotation,
51088,cn.danatech.xingseapp,ignoreAppRotation,
51089,com.yiyou.ga,ignoreAppRotation,
51090,com.biyao.fu,ignoreAppRotation,
51091,com.lechuan.mdxs,ignoreAppRotation,
51092,com.autohome.usedcar,ignoreAppRotation,
51093,com.codoon.gps,ignoreAppRotation,
51094,com.A17zuoye.mobile.homework,ignoreAppRotation,
51095,com.xbiao,ignoreAppRotation,
51096,com.xwtec.sd.mobileclient,ignoreAppRotation,
51097,com.zdwh.wwdz,ignoreAppRotation,
51098,com.gh.gamecenter,ignoreAppRotation,
51099,com.yx.wdfd,ignoreAppRotation,
51100,com.netease.cbg,ignoreAppRotation,
51101,com.cmcc.hebao,ignoreAppRotation,
51102,com.samoyed.credit,ignoreAppRotation,
51103,ru.zdevs.zarchiver,ignoreAppRotation,
51104,com.meta.box,ignoreAppRotation,
51105,com.vyou.vcameraclient,ignoreAppRotation,
51106,com.shuhekeji,ignoreAppRotation,
51107,com.rt.market.fresh,ignoreAppRotation,
51108,com.doudoubird.compass,ignoreAppRotation,
51109,com.sankuai.meituan.meituanwaimaibusiness,ignoreAppRotation,
51110,com.bwton.tjmetro,ignoreAppRotation,
51111,com.zol.android,ignoreAppRotation,
51112,com.icbc.wapc,ignoreAppRotation,
51113,com.gomejr.icash,ignoreAppRotation,
51114,com.sunrise.scmbhc,ignoreAppRotation,
51115,com.umiao.app,ignoreAppRotation,
51116,com.smartisan.notes,ignoreAppRotation,
51117,com.android.dazhihui,ignoreAppRotation,
51118,com.qihoo.cleandroid_cn,ignoreAppRotation,
51119,com.hipu.yidian,ignoreAppRotation,
51120,cn.fighting.rrmeijutv.classic,ignoreAppRotation,
51121,com.goplaycn.googleinstall,ignoreAppRotation,
51122,com.hp.android.printservice,ignoreAppRotation,
51123,com.beijingshiyou.APP123,ignoreAppRotation,
51124,cn.adidas.app,ignoreAppRotation,
51125,com.igomassage,ignoreAppRotation,
51126,cn.edaijia.android.client,ignoreAppRotation,
51127,com.wuba.bangjob,ignoreAppRotation,
51128,com.bestmind.antifraud,ignoreAppRotation,
51129,com.plateno.botaoota,ignoreAppRotation,
51130,com.baidu.minivideo,ignoreAppRotation,
51131,com.Kingdee.Express,ignoreAppRotation,
51132,com.ludashi.benchmark,ignoreAppRotation,
51133,com.tencent.mp,ignoreAppRotation,
51134,com.firebear.androil,ignoreAppRotation,
51135,com.yibasan.lizhifm,ignoreAppRotation,
51136,com.ccsoft.controller,ignoreAppRotation,
51137,com.fenbi.android.zenglish,ignoreAppRotation,
51138,com.szzc.ucar.pilot,ignoreAppRotation,
51139,com.yoosee,ignoreAppRotation,
51140,com.tianlutech.ebus,ignoreAppRotation,
51141,com.shoujiduoduo.wallpaper,ignoreAppRotation,
51142,de.bmw.connected.mobile20.cn,ignoreAppRotation,
51143,com.excelliance.dualaid,ignoreAppRotation,
51144,com.slkj.paotui.customer,ignoreAppRotation,
51145,com.vanke.activity,ignoreAppRotation,
51146,com.sankuai.meituan.dispatch.crowdsource,ignoreAppRotation,
51147,com.renrendai.haohuan,ignoreAppRotation,
51148,cn.ninebot.ninebot,ignoreAppRotation,
51149,com.imibaby.client,ignoreAppRotation,
51150,com.ximalaya.ting.lite,ignoreAppRotation,
51151,com.woyue.batchat,ignoreAppRotation,
51152,com.baidu.tieba_mini,ignoreAppRotation,
51153,cn.wsds.gamemaster,ignoreAppRotation,
51154,com.iflytek.elpmobile.smartlearning,ignoreAppRotation,
51155,cn.xiaochuankeji.zuiyouLite,ignoreAppRotation,
51156,com.jiuyu.sptcc.cordova,ignoreAppRotation,
51157,com.mszmapp.detective,ignoreAppRotation,
51158,com.tima.carnet.m.main,ignoreAppRotation,
51159,com.cnki.client,ignoreAppRotation,
51160,com.tencent.start,ignoreAppRotation,
51161,com.xintiaotime.yoy,ignoreAppRotation,
51162,com.netease.xyqcbg,ignoreAppRotation,
51163,com.duoduo.child.story,ignoreAppRotation,
51164,com.csii.zybk.ui,ignoreAppRotation,
51165,com.renrenche.carapp,ignoreAppRotation,
51166,com.zidongdianji,ignoreAppRotation,
51167,com.runsdata.socialsecurity.shanxi,ignoreAppRotation,
51168,com.hiby.music,ignoreAppRotation,
51169,com.edu24ol.newclass,ignoreAppRotation,
60001,net.wooga.junes_journey_hidden_object_mystery_game,allowMultiWindow,
60002,net.lovoo.android,allowMultiWindow,
60003,com.hnsmall,allowMultiWindow,
60004,com.cjoshppingphone,allowMultiWindow,
60005,com.lottemembers.android,allowMultiWindow,
60006,kr.goodchoice.abouthere,allowMultiWindow,
60007,com.strava,allowMultiWindow,
60008,com.camerasideas.instashot,allowMultiWindow,
60009,deezer.android.app,allowMultiWindow,
60010,com.espn.score_center,allowMultiWindow,
60011,com.starbucks.mobilecard,allowMultiWindow,
60012,org.iggymedia.periodtracker,allowMultiWindow,
60013,com.ktb.customer.qr,allowMultiWindow,
60014,app.zenly.locator,allowMultiWindow,
60015,com.sirius,allowMultiWindow,
60016,com.UCMobile.intl,allowMultiWindow,
60017,nh.smart.banking,allowMultiWindow,
60018,com.outfit7.talkingtomgoldrun,allowMultiWindow,
60019,com.aspiro.tidal,allowMultiWindow,
60020,com.lilithgame.roc.gp,allowMultiWindow,
60021,com.shinhan.sbanking,allowMultiWindow,
60022,com.shopify.arrive,allowMultiWindow,
60023,com.lenovo.anyshare.gps,allowMultiWindow,
60024,com.grindrapp.android,allowMultiWindow,
60025,jp.gocro.smartnews.android,allowMultiWindow,
60026,com.fusionmedia.investing,allowMultiWindow,
60027,org.zwanoo.android.speedtest,allowMultiWindow,
60028,com.fitbit.FitbitMobile,allowMultiWindow,
70001,org.videolan.vlc,flexPanelDefault,
70002,com.hulu.plus,flexPanelDefault,
70003,in.startv.hotstar,flexPanelDefault,
70004,com.roku.remote,flexPanelDefault,
70005,skplanet.musicmate,flexPanelDefault,
70006,com.soundcloud.android,flexPanelDefault,
70007,com.cisco.wx2.android,flexPanelDefault,
70008,com.cisco.webex.meetings,flexPanelDefault,
70009,com.tencent.wemeet.app,flexPanelDefault,
70010,com.tencent.qqlive,flexPanelDefault,fold
70011,com.youku.phone,flexPanelDefault,fold
70012,cn.cntv,flexPanelDefault,fold
70013,com.cmcc.cmvideo,flexPanelDefault,fold
70014,com.baidu.haokan,flexPanelDefault,fold
70015,fm.qingting.customize.samsung,flexPanelDefault,flip
70016,com.cctv.yangshipin.app.androidp,flexPanelDefault,fold
80001,com.contextlogic.wish com.contextlogic.wish.activity.browse.BrowseActivity *,splitActivity,
80002,com.zzkko com.zzkko.bussiness.login.ui.MainTabsActivity *,splitActivity,
80003,com.wemakeprice com.wemakeprice.MainTabActivity *,splitActivity,
80004,com.nhn.android.navercafe com.nhn.android.navercafe.feature.section.HomeActivity *,splitActivity,
80005,com.tmon com.tmon.main.MainActivity *,splitActivity,
80006,com.whatsapp com.whatsapp.HomeActivity *,splitActivity,
80007,com.whatsapp.w4b com.whatsapp.HomeActivity *,splitActivity,
80008,com.coupang.mobile com.coupang.mobile.domain.home.main.activity.MainActivity *,splitActivity,
80009,jp.naver.line.android jp.naver.line.android.activity.main.MainActivity *,splitActivity,
80010,com.wuba com.wuba.home.activity.HomeActivity *,splitActivity,
80011,com.ebay.kr.gmarket com.ebay.kr.gmarket.eBayKoreaGmarketActivity *,splitActivity,
80012,com.ebay.kr.auction com.ebay.kr.auction.eBayKoreaAuctionActivity *,splitActivity,
80013,com.sds.mysinglesquare com.sds.mysinglesquare.main.activity.MainActivity *,splitActivity,
80014,com.sina.weibo com.sina.weibo.MainTabActivity *,splitActivity,
80015,com.achievo.vipshop com.achievo.vipshop.homepage.activity.MainActivity *,splitActivity,
80016,com.zhihu.android com.zhihu.android.app.ui.activity.MainActivity *,splitActivity,
80017,com.immomo.momo com.immomo.momo.maintab.MaintabActivity *,splitActivity,
80018,com.jv.samsungeshop com.jv.samsungeshop.ui.MainActivity *,splitActivity,
80019,com.taobao.etao com.taobao.etao.app.home.view.NewHomeActivity *,splitActivity,
80020,com.netease.gl com.netease.gl.ui.activity.welcome.WelcomeActivity *,splitActivity,
80021,com.secoo com.secoo.app.mvp.ui.activity.MainActivity *,splitActivity,
80022,com.ss.android.article.news com.ss.android.article.news.activity.MainActivity *,splitActivity,
80023,com.netease.newsreader.activity com.netease.nr.phone.main.MainActivity *,splitActivity,
80024,com.dragon.read com.dragon.read.pages.main.MainFragmentActivity *,splitActivity,
80025,com.chaoxing.mobile com.chaoxing.mobile.main.ui.MainTabActivity *,splitActivity,
80026,com.xs.fm com.dragon.read.pages.main.MainFragmentActivity *,splitActivity,
80027,com.wuba com.wuba.housecommon.list.activity.HouseInfoListFragmentActivity *,splitActivity,
80028,com.xingin.xhs com.xingin.xhs.index.v2.IndexActivityV2 *,splitActivity,
80029,com.sankuai.meituan com.meituan.android.pt.homepage.activity.MainActivity *,splitActivity,
80030,com.dianping.v1 com.dianping.v1.NovaMainActivity *,splitActivity,
80031,com.tencent.news com.tencent.news.activity.SplashActivity *,splitActivity,
80032,com.wuba com.wuba.housecommon.category.activity.HouseCategoryListFragmentActivity *,splitActivity,
80033,com.xunmeng.pinduoduo com.xunmeng.pinduoduo.ui.activity.HomeActivity *,splitActivity,
80034,com.fanli.android.fans com.fanli.android.module.main.activity.PanoMainActivity *,splitActivity,
80035,com.anjuke.android.app com.anjuke.android.app.mainmodule.common.activity.MainTabPageActivity *,splitActivity,
80036,com.jzzs.ParentsHelper com.jzzs.ParentsHelper.MainActivity *,splitActivity,
80037,com.tencent.androidqqmail com.tencent.qqmail.fragment.base.MailFragmentActivity *,splitActivity,
80038,com.douban.frodo com.douban.frodo.search.activity.NewSearchActivity *,splitActivity,
80039,com.douban.frodo com.douban.frodo.group.activity.GroupDetailActivity *,splitActivity,
80040,com.douban.frodo com.douban.frodo.activity.BrowsingHistoryActivity *,splitActivity,
80041,com.wuba com.wuba.job.activity.JobCategoryFragmentActivity *,splitActivity,
80042,com.wuba com.wuba.parttime.parttime.PartTimeHomeNewActivity *,splitActivity,
80043,com.wuba com.wuba.hybrid.CommonWebActivity *,splitActivity,
80044,com.wuba com.wuba.car.activity.CarCategoryFragmentActivity *,splitActivity,
80045,com.wuba com.wuba.huangye.cate.HuangYeJZCategoryActivity *,splitActivity,
80046,com.wuba com.wuba.anjukelib.home.NewHouseHomeActivity *,splitActivity,
80047,com.wuba com.wuba.rn.RNActivity *,splitActivity,
80048,com.wuba com.wuba.activity.more.MoreMainActivity *,splitActivity,
80049,com.xunmeng.pinduoduo com.xunmeng.pinduoduo.activity.NewPageActivity *,splitActivity,
80050,com.jv.samsungeshop com.jv.samsungeshop.ui.general.SettingsActivity *,splitActivity,
80051,com.achievo.vipshop com.achievo.vipshop.homepage.activity.NewMenuChannelActivity *,splitActivity,
80052,com.achievo.vipshop com.achievo.vipshop.usercenter.activity.MyCenterActivity *,splitActivity,
80053,com.coolapk.market com.coolapk.market.view.userv9.UserSpaceV9Activity *,splitActivity,
80054,com.coolapk.market com.coolapk.market.view.node.DynamicNodePageActivity *,splitActivity,
80055,com.coolapk.market com.coolapk.market.view.base.SimpleAlphaActivity *,splitActivity,
80056,com.coolapk.market com.coolapk.market.view.product.ProductCategoryListActivity *,splitActivity,
80057,com.zhihu.android com.zhihu.android.app.ui.activity.HostActivity *,splitActivity,
80058,com.anjuke.android.app com.anjuke.android.app.newhouse.newhouse.building.list.homepage.BuildingHomePageActivity *,splitActivity,
80059,com.anjuke.android.app com.anjuke.android.app.secondhouse.decoration.home.DecorationHomeActivity *,splitActivity,
80060,com.anjuke.android.app com.anjuke.android.app.secondhouse.house.list.SecondHouseListV2Activity *,splitActivity,
80061,com.anjuke.android.app com.anjuke.android.app.secondhouse.valuation.home.PriceMainActivity *,splitActivity,
80062,com.anjuke.android.app com.anjuke.android.app.community.list.FindCommunityActivity *,splitActivity,
80063,com.anjuke.android.app com.anjuke.android.app.secondhouse.lookfor.demand.result.FindHouseResultActivity *,splitActivity,
80064,com.chaoxing.mobile com.chaoxing.mobile.notify.ui.NoticeListActivity *,splitActivity,
80065,com.chaoxing.mobile com.chaoxing.library.app.FragmentContainerActivity *,splitActivity,
80066,com.chaoxing.mobile com.chaoxing.mobile.webapp.ui.WebAppViewerActivity *,splitActivity,
80067,com.chaoxing.mobile com.chaoxing.mobile.webapp.ui.WebAppCommonViewer *,splitActivity,
80068,com.dragon.read com.dragon.read.pages.webview.WebViewActivity *,splitActivity,
80069,com.tencent.news com.tencent.news.ui.favorite.HistoryListActivity *,splitActivity,
80070,com.tencent.news com.tencent.news.webview.CustomWebBrowserForItemActivity *,splitActivity,
80071,com.netease.newsreader.activity com.netease.newsreader.common.base.activity.SingleFragmentActivity *,splitActivity,
80072,com.netease.gl com.netease.gl.ui.activity.TopicDetailActivity *,splitActivity,
80073,com.secoo com.secoo.app.mvp.ui.activity.WebViewActivity *,splitActivity,
80074,com.secoo com.secoo.search.mvp.ui.activity.StoreActivity *,splitActivity,
80075,com.secoo com.secoo.mine.mvp.ui.activity.SettingActivity *,splitActivity,
80076,com.achievo.vipshop com.achievo.vipshop.search.activity.AutoVProductListActivity *,splitActivity,
80077,com.ss.android.article.news com.bytedance.ugc.ugcfeed.myaction.MyActionAggrActivity *,splitActivity,
80078,com.ss.android.article.news com.ss.android.template.page.MainLynxActivity *,splitActivity,
80079,com.smzdm.client.android com.smzdm.client.android *,splitActivity,
80080,com.smzdm.client.android com.smzdm.client.android.activity.RankingListActivity *,splitActivity,
80081,com.smzdm.client.android com.smzdm.client.android.modules.haowen.zhongce.ZhongceHomeActivity *,splitActivity,
80082,com.smzdm.client.android com.smzdm.client.android.modules.haojia.HaojiaListActivity *,splitActivity,
80083,com.smzdm.client.android com.smzdm.client.android.hybrid.HybridActivity *,splitActivity,
80084,com.smzdm.client.android com.smzdm.client.android.modules.sousuo.filter.FilterActivity *,splitActivity,
80085,com.smzdm.client.android com.smzdm.client.android.modules.guanzhu.add.CutsRemindJumpActivity *,splitActivity,
80086,com.smzdm.client.android com.smzdm.client.android.module.haojia.baicai.BaicaiActivity *,splitActivity,
80087,com.smzdm.client.android com.smzdm.client.android.activity.SettingsActivity *,splitActivity,
80088,com.smzdm.client.android com.smzdm.client.android.modules.huati.LabPageActivity *,splitActivity,
80089,com.smzdm.client.android com.smzdm.client.android.modules.haojia.lanmu.LanmuActivity *,splitActivity,
80090,com.smzdm.client.android com.smzdm.client.android.modules.article.TopicSquareActivity *,splitActivity,
80091,com.sina.weibo com.sina.weibo.page.SuperPageActivity *,splitActivity,
80092,com.sina.weibo com.sina.weibo.page.SuperPageActivity *,splitActivity,
80093,com.sina.weibo com.sina.weibo.MoreItemsActivity *,splitActivity,
80094,com.sina.weibo com.sina.weibo.page.NewCardListActivity *,splitActivity,
80095,com.sina.weibo com.sina.weibo.wboxsdk.page.acts.WBXPageActivity *,splitActivity,
80096,com.sina.weibo com.sina.weibo.browser.WeiboBrowser *,splitActivity,
80097,com.xingin.xhs com.xingin.xhs.v2.setting.SettingActivityV2 *,splitActivity,
80098,com.xingin.xhs com.xingin.xhs.v2.setting.SettingActivityV2 *,splitActivity,
80099,com.netease.newsreader.activity com.netease.newsreader.article.framework.view.NewsPageActivity *,splitActivity,
80100,com.sankuai.meituan com.sankuai.waimai.business.page.homepage.TakeoutActivity *,splitActivity,
80101,com.sankuai.meituan com.meituan.android.food.homepage.FoodHomePageActivity *,splitActivity,
80102,com.sankuai.meituan com.meituan.android.hotel.reuse.homepage.HotelPoiListFrontActivity *,splitActivity,
80103,com.sankuai.meituan com.meituan.android.traffichome.TrafficHomePageActivity *,splitActivity,
80104,com.sankuai.meituan com.meituan.android.movie.MovieMainActivity *,splitActivity,
80105,com.sankuai.meituan com.dianping.gcmrn.ssr.GCMRNSSRActivity *,splitActivity,
80106,com.sankuai.meituan com.meituan.retail.c.android.newhome.newmain.NewMainActivity *,splitActivity,
80107,com.sankuai.meituan com.sankuai.waimai.store.poi.list.newp.PoiVerticalityHomeActivity *,splitActivity,
80108,com.sankuai.meituan com.sankuai.waimai.store.drug.home.DrugHomeActivity *,splitActivity,
80109,com.sankuai.meituan com.sankuai.meituan.search.result.SearchResultActivity *,splitActivity,
80110,com.tencent.androidqqmail com.tencent.qqmail.account.activity.AccountTypeListActivity *,splitActivity,
80111,com.dianping.v1 com.dianping.channel.food.ShopListFoodActivity *,splitActivity,
80112,com.dianping.v1 com.dianping.tuan.activity.PicassoGCChannelHomeActivity *,splitActivity,
80113,com.dianping.v1 com.dianping.searchbusiness.shell.ShopListActivity *,splitActivity,
80114,com.jzzs.ParentsHelper com.jzzs.ParentsHelper.ui.portal.activity.HotNewsActivity *,splitActivity,
80115,com.jzzs.ParentsHelper com.jzzs.ParentsHelper.ui.topic.activity.TopicActivity *,splitActivity,
80116,com.jzzs.ParentsHelper com.jzzs.ParentsHelper.ui.search.activity.SearchDetailsActivity *,splitActivity,
80117,com.zzkko com.zzkko.bussiness.login.ui.MainTabsActivity *,splitActivity,
80118,com.taobao.etao com.taobao.sns.activity.ISWebViewActivity *,splitActivity,
80119,com.taobao.etao com.taobao.sns.app.uc.UserCenterActivity *,splitActivity,
80120,com.immomo.momo com.immomo.molive.ui.livemain.SecondaryActivity *,splitActivity,
80121,com.immomo.momo com.immomo.momo.setting.activity.UserSettingActivity *,splitActivity,
80122,com.immomo.momo com.immomo.momo.mk.MomoMKWebActivity *,splitActivity,
80123,com.samsung.android.app.sreminder com.samsung.android.app.sreminder.MainActivity *,splitActivity,
80124,com.hupu.games com.hupu.app.android.bbs.core.module.group.ui.activity.GroupBoardDetailActivity *,splitActivity,
80125,com.hupu.games com.hupu.app.android.bbs.core.module.group.ui.activity.TopicDetailActivity *,splitActivity,
80126,com.hupu.games com.hupu.games.search.activity.SearchActivity *,splitActivity,
80127,com.taobao.movie.android com.taobao.movie.android.app.oscar.ui.film.activity.FilmTabCommentActivity *,splitActivity,
80128,com.taobao.movie.android com.taobao.movie.android.app.ui.filmdetail.FilmDetailActivity *,splitActivity,
80129,com.dianping.v1 com.dianping.v1.NovaMainActivity *,splitActivity,
80130,com.dianping.v1 com.dianping.nova.picasso.DPPicassoBoxActivity *,splitActivity,
80131,com.dianping.v1 com.dianping.gcmrn.ssr.GCMRNSSRActivity *,splitActivity,
80132,com.dianping.v1 com.dianping.searchbusiness.shell.ShopListActivity *,splitActivity,
80133,com.dianping.v1 com.dianping.movie.trade.home.MovieMainActivity *,splitActivity,
80134,com.dianping.v1 com.sankuai.waimai.business.page.homepage.TakeoutActivity *,splitActivity,
80135,com.dianping.v1 com.dianping.gcmrn.ssr.GCMRNSSRActivity *,splitActivity,
80136,com.dianping.v1 com.dianping.searchbusiness.shell.ShopListActivity *,splitActivity,
80137,com.dianping.v1 com.dianping.base.web.ui.NovaTitansActivity *,splitActivity,
80138,com.dianping.v1 com.dianping.tuan.activity.PicassoGCChannelHomeActivity *,splitActivity,
80139,com.dianping.v1 com.dianping.v1 com.meituan.mmp.lib.HeraActivity *,splitActivity,
80140,com.dianping.v1 com.dianping.tuan.activity.PicassoModulesActivity *,splitActivity,
80141,com.immomo.momo com.immomo.molive.ui.search.MoliveSearchActivity *,splitActivity,
80142,com.immomo.momo com.immomo.momo.fullsearch.activity.FullSearchActivity *,splitActivity,
80143,com.netease.gl com.netease.gl.ui.activity.TopicDetailActivity *,splitActivity,
80144,com.achievo.vipshop com.achievo.vipshop.search.activity.TabSearchProductListActivity *,splitActivity,
80145,com.achievo.vipshop com.achievo.vipshop.commons.logic.baseview.NewSpecialActivity *,splitActivity,
80146,com.achievo.vipshop com.achievo.vipshop.productdetail.activity.ProductDetailActivity *,splitActivity,
80147,com.zhihu.android com.zhihu.android.app.SearchActivity *,splitActivity,
80148,com.anjuke.android.app com.wuba.housecommon.list.activity.HouseInfoListFragmentActivity *,splitActivity,
80149,com.anjuke.android.app com.anjuke.android.app.contentmodule.maincontent.search.ContentSearchActivity *,splitActivity,
80150,com.wuba com.wuba.tradeline.search.NativeSearchResultActivity *,splitActivity,
80151,com.tencent.news com.tencent.news.hippy.ui.HippyActivity *,splitActivity,
80152,com.dragon.read com.dragon.read.pages.search.SearchActivity *,splitActivity,
80153,com.xs.fm com.xs.fm com.dragon.read.pages.search.SearchActivity *,splitActivity,
80154,com.coolapk.market com.coolapk.market.view.search.SuperSearchActivity *,splitActivity,
80155,com.coolapk.market com.coolapk.market.view.search.SuperSearchResultActivity *,splitActivity,
80156,com.immomo.momo com.immomo.molive.ui.search.MoliveSearchActivity *,splitActivity,
80157,com.immomo.momo com.immomo.momo.fullsearch.activity.FullSearchActivity *,splitActivity,
80158,com.netease.gl com.netease.gl.ui.activity.TopicDetailActivity *,splitActivity,
80159,com.achievo.vipshop com.achievo.vipshop.search.activity.AutoVProductListActivity  *,splitActivity,
90001,com.salab.issuetracker,allowNoWaitRotationFor_4_1,
90002,com.google.android.youtube,allowNoWaitRotationFor_4_1,
90003,com.whatsapp.w4b,allowNoWaitRotationFor_4_1,
90004,com.ebay.mobile,allowNoWaitRotationFor_4_1,
90005,com.adobe.reader,allowNoWaitRotationFor_4_1,
90006,com.google.android.apps.translate,allowNoWaitRotationFor_4_1,
90007,jp.naver.line.android,allowNoWaitRotationFor_4_1,
90008,com.google.android.apps.meetings,allowNoWaitRotationFor_4_1,
90009,com.viber.voip,allowNoWaitRotationFor_4_1,
90010,com.microsoft.office.officehubrow,allowNoWaitRotationFor_4_1,
90011,com.discord,allowNoWaitRotationFor_4_1,
90012,com.king.candycrushsaga,allowNoWaitRotationFor_4_1,
90013,org.thoughtcrime.securesms,allowNoWaitRotationFor_4_1,
90014,com.mxtech.videoplayer.ad,allowNoWaitRotationFor_4_1,
90015,com.waze,allowNoWaitRotationFor_4_1,
90016,net.supertreat.solitaire,allowNoWaitRotationFor_4_1,
90017,com.indeed.android.jobsearch,allowNoWaitRotationFor_4_1,
90018,com.google.android.calendar,allowNoWaitRotationFor_4_1,
90019,com.yahoo.mobile.client.android.mail,allowNoWaitRotationFor_4_1,
90020,com.skype.raider,allowNoWaitRotationFor_4_1,
90021,com.king.candycrushsodasaga,allowNoWaitRotationFor_4_1,
90022,jp.gocro.smartnews.android,allowNoWaitRotationFor_4_1,
90023,com.nhn.android.band,allowNoWaitRotationFor_4_1,
90024,org.mozilla.firefox,allowNoWaitRotationFor_4_1,
90025,com.bmi.wallpapers,allowNoWaitRotationFor_4_1,
90026,com.google.android.talk,allowNoWaitRotationFor_4_1,
90027,com.soundcloud.android,allowNoWaitRotationFor_4_1,
90028,com.google.android.play.games,allowNoWaitRotationFor_4_1,
90029,save.girl.savethegirl,allowNoWaitRotationFor_4_1,
90030,com.google.android.apps.books,allowNoWaitRotationFor_4_1,
90031,com.google.android.apps.messaging,allowNoWaitRotationFor_4_1,
90032,com.google.android.apps.docs.editors.sheets,allowNoWaitRotationFor_4_1,
90033,kik.android,allowNoWaitRotationFor_4_1,
90034,com.google.android.apps.docs.editors.docs,allowNoWaitRotationFor_4_1,
90035,org.videolan.vlc,allowNoWaitRotationFor_4_1,
90036,com.shazam.android,allowNoWaitRotationFor_4_1,
90037,com.microsoft.emmx,allowNoWaitRotationFor_4_1,
90038,com.betterforsol.solitaire.card.games.free,allowNoWaitRotationFor_4_1,
90039,jp.ne.ibis.ibispaintx.app,allowNoWaitRotationFor_4_1,
90040,com.king.farmheroessaga,allowNoWaitRotationFor_4_1,
90041,com.sirma.mobile.bible.android,allowNoWaitRotationFor_4_1,
90042,com.opera.browser,allowNoWaitRotationFor_4_1,
90043,com.duckduckgo.mobile.android,allowNoWaitRotationFor_4_1,
90044,com.google.android.keep,allowNoWaitRotationFor_4_1,
90045,com.clubhouse.app,allowNoWaitRotationFor_4_1,
90046,com.vkontakte.android,allowNoWaitRotationFor_4_1,
90047,com.google.android.apps.chromecast.app,allowNoWaitRotationFor_4_1,
90048,com.dropbox.android,allowNoWaitRotationFor_4_1,
90049,com.google.android.cellbroadcastreceiver,allowNoWaitRotationFor_4_1,
90050,com.myfitnesspal.android,allowNoWaitRotationFor_4_1,
90051,com.espn.score_center,allowNoWaitRotationFor_4_1,
90052,com.opera.app.news,allowNoWaitRotationFor_4_1,
90053,com.google.android.apps.classroom,allowNoWaitRotationFor_4_1,
90054,com.adobe.lrmobile,allowNoWaitRotationFor_4_1,
90055,tunein.player,allowNoWaitRotationFor_4_1,
90056,com.UCMobile.intl,allowNoWaitRotationFor_4_1,
90057,com.chess,allowNoWaitRotationFor_4_1,
90058,com.socialnmobile.dictapps.notepad.color.note,allowNoWaitRotationFor_4_1,
90059,com.facebook.mlite,allowNoWaitRotationFor_4_1,
90060,com.Slack,allowNoWaitRotationFor_4_1,
90061,com.microsoft.launcher,allowNoWaitRotationFor_4_1,
90062,com.yahoo.mobile.client.android.finance,allowNoWaitRotationFor_4_1,
90063,com.niksoftware.snapseed,allowNoWaitRotationFor_4_1,
90064,com.google.android.apps.authenticator2,allowNoWaitRotationFor_4_1,
90065,com.google.android.apps.kids.familylink,allowNoWaitRotationFor_4_1,
90066,cn.wps.moffice_eng,allowNoWaitRotationFor_4_1,
90067,video.player.videoplayer,allowNoWaitRotationFor_4_1,
90068,mega.privacy.android.app,allowNoWaitRotationFor_4_1,
90069,com.hsv.freeadblockerbrowser,allowNoWaitRotationFor_4_1,
90070,com.tf.thinkdroid.viewer,allowNoWaitRotationFor_4_1,
90071,com.loudtalks,allowNoWaitRotationFor_4_1,
90072,com.shaiban.audioplayer.mplayer,allowNoWaitRotationFor_4_1,
90073,com.belkatechnologies.clockmaker,allowNoWaitRotationFor_4_1,
90074,com.wallet.crypto.trustapp,allowNoWaitRotationFor_4_1,
90075,com.cloudmosa.puffinFree,allowNoWaitRotationFor_4_1,
90076,d.myfirstchet,allowNoWaitRotationFor_4_1,
90077,net.metaquotes.metatrader4,allowNoWaitRotationFor_4_1,
90078,com.BlackoutBingo.PlayWinGame,allowNoWaitRotationFor_4_1,
90079,com.google.android.calculator,allowNoWaitRotationFor_4_1,
90080,com.evernote,allowNoWaitRotationFor_4_1,
90081,bible.kingjamesbiblelite,allowNoWaitRotationFor_4_1,
90082,com.amazon.clouddrive.photos,allowNoWaitRotationFor_4_1,
90083,com.google.android.apps.photos,allowNoWaitRotationFor_4_1,
90084,org.dayup.stocks,allowNoWaitRotationFor_4_1,
90085,com.google.android.permissioncontroller,allowNoWaitRotationFor_4_1,
90086,PowerUI.ChargerAnimationViewLp,allowNoWaitRotationFor_4_1,
90087,com.google.android.dialer,allowNoWaitRotationFor_4_1,
90088,org.dayup.stocks,allowNoWaitRotationFor_4_1,
90089,com.android.vending,allowNoWaitRotationFor_4_1,
90090,com.google.android.apps.maps,allowNoWaitRotationFor_4_1,
90091,com.whatsapp,allowNoWaitRotationFor_4_1,
90092,com.facebook.orca,allowNoWaitRotationFor_4_1,
90093,org.telegram.messenger,allowNoWaitRotationFor_4_1,
90094,com.spotify.music,allowNoWaitRotationFor_4_1,
90095,com.amazon.mShop.android.shopping,allowNoWaitRotationFor_4_1,
90096,us.zoom.videomeetings,allowNoWaitRotationFor_4_1,
